"ID","Symbol","MeanExpression","Metagene","Module","Chromosome","Description"
"Vitvi04g02205","Vitvi04g02205",2.82959674002032,"3 x 1","","4 ","Catalysis of the incorporation of one atom from molecular oxygen into a compound and the reduction of the other atom of oxygen to water."
"Vitvi05g00357","Vitvi05g00357",5.81171473939236,"3 x 1","","5 ","Catalysis of the reaction: n H2O + an exposed unphosphorylated, unbranched malto-oligosaccharide tail on amylopectin <=> amylopectin + maltose."
"Vitvi05g00386","Vitvi05g00386",1.78379338348216,"3 x 1","","5 ","Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."
"Vitvi05g00387","Vitvi05g00387",4.20160582338361,"3 x 1","","5 ","Binding to a metal ion."
"Vitvi05g00430","Vitvi05g00430",1.74477742918635,"3 x 1","","5 ","Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which a water molecule bound by the side chains of aspartic residues at the active center acts as a nucleophile."
"Vitvi05g01269","Vitvi05g01269",1.36321965083138,"3 x 1","","5 ","Catalysis of the transfer of a glycosyl group from a UDP-sugar to a small hydrophobic molecule."
"Vitvi05g00170","Vitvi05g00170",2.53915552715274,"3 x 1","","5 ","Catalysis of the transfer of a glycosyl group from one compound (donor) to another (acceptor)."
"Vitvi05g00145","Vitvi05g00145",2.51946323927588,"3 x 1","","5 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi06g00455","Vitvi06g00455",1.4171567575698,"3 x 1","","6 ","Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."
"Vitvi06g01762","Vitvi06g01762",1.92691913101024,"3 x 1","","6 ","Catalysis of the transfer of a glycosyl group from a UDP-sugar to a small hydrophobic molecule."
"Vitvi08g01723","Vitvi08g01723",2.37850756393268,"3 x 1","","8 ","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"Vitvi08g01844","Vitvi08g01844",1.41224483795073,"3 x 1","","8 ","The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."
"Vitvi08g01940","Vitvi08g01940",1.85793515791613,"3 x 1","","8 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi10g01544","Vitvi10g01544",2.65715720546728,"3 x 1","","10 ","Binding to a protein."
"Vitvi13g00343","Vitvi13g00343",2.94260028473688,"3 x 1","","13 ","Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."
"Vitvi14g01961","Vitvi14g01961",2.37957975548685,"3 x 1","","14 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi15g01084","Vitvi15g01084",3.68244887069544,"3 x 1","","15 ","The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"Vitvi18g00596","Vitvi18g00596",2.59064714992038,"3 x 1","","18 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi18g01072","Vitvi18g01072",1.74955231730822,"3 x 1","","18 ","Binding to a heme, a compound composed of iron complexed in a porphyrin (tetrapyrrole) ring."
"Vitvi18g03100","Vitvi18g03100",2.39129314352346,"3 x 1","","18 ","Binds to and stops, prevents or reduces the activity of a cysteine-type endopeptidase, any enzyme that hydrolyzes peptide bonds in polypeptides by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile."
"Vitvi18g03101","Vitvi18g03101",2.64070480520371,"3 x 1","","18 ","Binds to and stops, prevents or reduces the activity of a cysteine-type endopeptidase, any enzyme that hydrolyzes peptide bonds in polypeptides by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile."
"Vitvi10g00329","",2.20303675027714,"4 x 1",""," ",""
"Vitvi00g02173","",2.32240423261154,"4 x 1",""," ",""
"Vitvi01g00299","Vitvi01g00299",4.2268808643326,"4 x 1","","1 ",""
"Vitvi01g00556","Vitvi01g00556",3.91234612590147,"4 x 1","","1 ","Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."
"Vitvi01g02009","",1.64364315351848,"4 x 1",""," ",""
"Vitvi02g00702","Vitvi02g00702",3.08217604226948,"4 x 1","","2 ",""
"Vitvi02g00792","Vitvi02g00792",2.8060014899774,"4 x 1","","2 ","The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."
"Vitvi02g01341","Vitvi02g01341",3.40769208703743,"4 x 1","","2 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi02g00436","Vitvi02g00436",1.20919418099935,"4 x 1","","2 ","Catalysis of an oxidation-reduction (redox) reaction in which a CH-OH group acts as a hydrogen or electron donor and reduces NAD+ or NADP."
"Vitvi04g01685","Vitvi04g01685",1.08395563607088,"4 x 1","","4 ",""
"Vitvi05g00204","Vitvi05g00204",1.85913444259211,"4 x 1","","5 ","Catalysis of the transfer of a glycosyl group from one compound (donor) to another (acceptor)."
"Vitvi05g01930","Vitvi05g01930",3.09054129384591,"4 x 1","","5 ","Binding to a metal ion."
"Vitvi05g01675","Vitvi05g01675",2.60797896049155,"4 x 1","","5 ","Catalysis of the reaction: n-alkanal + NAD(P)+ = alk-2-enal + NAD(P)H + H+."
"Vitvi06g01350","Vitvi06g01350",2.57815065928672,"4 x 1","","6 ",""
"Vitvi07g01829","Vitvi07g01829",3.31708529729679,"4 x 1","","7 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi08g01887","Vitvi08g01887",4.23845526005436,"4 x 1","","8 ","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."
"Vitvi08g01890","Vitvi08g01890",6.27120559879064,"4 x 1","","8 ","Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."
"Vitvi09g00377","Vitvi09g00377",2.46430527864585,"4 x 1","","9 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi12g02562","",1.12941443242751,"4 x 1",""," ",""
"Vitvi12g00355","",1.34188030510385,"4 x 1",""," ",""
"Vitvi12g00544","Vitvi12g00544",2.26216452733162,"4 x 1","","12 ","Catalysis of the transfer of an N-acetylglucosaminyl residue from UDP-N-acetyl-glucosamine to a sugar."
"Vitvi14g02647","Vitvi14g02647",2.56147098221267,"4 x 1","","14 ","The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"Vitvi14g00065","Vitvi14g00065",1.28358429342969,"4 x 1","","14 ","Catalysis of the transfer of a glycosyl group from one compound (donor) to another (acceptor)."
"Vitvi14g01717","Vitvi14g01717",2.57417228979493,"4 x 1","","14 ","The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."
"Vitvi14g03078","Vitvi14g03078",1.62848867404178,"4 x 1","","14 ",""
"Vitvi15g00960","Vitvi15g00960",1.94586531081938,"4 x 1","","15 ","Catalysis of the transfer of an acyl group to an oxygen atom on the acceptor molecule."
"Vitvi16g01923","Vitvi16g01923",2.17207822372691,"4 x 1","","16 ","Binding to a metal ion."
"Vitvi16g01111","",3.03598074301826,"4 x 1",""," ",""
"Vitvi17g00219","Vitvi17g00219",1.39264971688382,"4 x 1","","17 ","The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell."
"Vitvi17g00795","Vitvi17g00795",1.82528022036192,"4 x 1","","17 ","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"Vitvi18g02548","Vitvi18g02548",3.57942475914859,"4 x 1","","18 ","Binding to a calcium ion (Ca2+)."
"Vitvi18g01073","Vitvi18g01073",3.5463601863635,"4 x 1","","18 ","Binding to a heme, a compound composed of iron complexed in a porphyrin (tetrapyrrole) ring."
"Vitvi18g02796","",1.02804174800347,"4 x 1",""," ",""
"Vitvi18g02139","Vitvi18g02139",1.86133922445168,"4 x 1","","18 ","Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."
"Vitvi19g01938","",2.73387255498226,"4 x 1",""," ",""
"Vitvi03g00527","Vitvi03g00527",3.75625239239112,"5 x 1","","3 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi03g00496","Vitvi03g00496",2.34618689647638,"5 x 1","","3 ","Binding to a calcium ion (Ca2+)."
"Vitvi04g00435","Vitvi04g00435",2.12225113168137,"5 x 1","","4 ","Binding to a metal ion."
"Vitvi06g01713","",1.64372500390207,"5 x 1",""," ",""
"Vitvi06g01255","Vitvi06g01255",1.05084573253082,"5 x 1","","6 ","Binding to a protein."
"Vitvi06g01354","Vitvi06g01354",4.72774949081774,"5 x 1","","6 ","Binding to a 2 iron, 2 sulfur (2Fe-2S) cluster; this cluster consists of two iron atoms, with two inorganic sulfur atoms found between the irons and acting as bridging ligands."
"Vitvi06g01530","Vitvi06g01530",1.30184745485856,"5 x 1","","6 ","Binding to a protein."
"Vitvi07g00595","Vitvi07g00595",3.32502931329782,"5 x 1","","7 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
